Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Order_DayOfWeek,Shipping_Days,Sales_Capped,Profit_Capped,Profit_Margin,Year,Month,Month_Name,Quarter,Day_of_Week,Is_Weekend,Sales_Category,Profit_Status,Discount_Category
CA-10022,2016-01-11,2016-01-13,Standard Class,Customer_96,Corporate,United States,City_48,Nebraska,76618,Central,PROD-4672,Technology,Accessories,Accessories Product 117,16859.42,7,0.0,3067.57,2016,1,January,1,Monday,2,16859.42,2039.525,18.19499128677025,2016,1,January,1,Monday,False,>$5K,Profitable,No Discount
CA-10023,2016-02-29,2016-03-05,Standard Class,Customer_69,Consumer,United States,City_94,Utah,56216,West,PROD-7617,Technology,Phones,Phones Product 176,12936.24,12,0.0,-2444.27,2016,2,February,1,Monday,5,12936.24,-1647.4350000000002,-18.89474839675207,2016,2,February,1,Monday,False,>$5K,Loss,No Discount
CA-10024,2014-12-23,2014-12-30,First Class,Customer_608,Home Office,United States,City_325,Utah,56216,West,PROD-5611,Furniture,Tables,Tables Product 16,603.88,6,0.0,-162.01,2014,12,December,4,Tuesday,7,603.88,-162.01,-26.82817778366563,2014,12,December,4,Tuesday,False,$500-1K,Loss,No Discount
CA-10025,2016-06-14,2016-06-17,First Class,Customer_268,Consumer,United States,City_417,Mississippi,14001,South,PROD-4913,Office Supplies,Labels,Labels Product 43,4817.64,12,0.0,724.1,2016,6,June,2,Tuesday,3,4817.64,724.1,15.03018075240159,2016,6,June,2,Tuesday,False,$1K-5K,Profitable,No Discount
CA-10026,2016-01-24,2016-01-27,Standard Class,Customer_196,Corporate,United States,City_114,Georgia,85354,South,PROD-1412,Furniture,Bookcases,Bookcases Product 120,5247.35,10,0.0,1529.14,2016,1,January,1,Sunday,3,5247.35,1529.14,29.141185550801836,2016,1,January,1,Sunday,True,>$5K,Profitable,No Discount
CA-10027,2016-01-31,2016-02-04,Standard Class,Customer_96,Consumer,United States,City_190,Arkansas,93043,South,PROD-4440,Furniture,Chairs,Chairs Product 183,2617.53,9,0.0,269.99,2016,1,January,1,Sunday,4,2617.53,269.99,10.314685982586637,2016,1,January,1,Sunday,True,$1K-5K,Profitable,No Discount
CA-10028,2016-05-22,2016-05-28,Standard Class,Customer_445,Home Office,United States,City_76,Utah,76235,West,PROD-5360,Furniture,Bookcases,Bookcases Product 199,18994.54,14,0.0,-517.93,2016,5,May,2,Sunday,6,18522.31,-517.93,-2.7267309447872914,2016,5,May,2,Sunday,True,>$5K,Loss,No Discount
CA-10029,2017-10-22,2017-10-27,Standard Class,Customer_693,Consumer,United States,City_423,South Carolina,70567,South,PROD-7541,Technology,Accessories,Accessories Product 122,3296.1,12,0.0,562.85,2017,10,October,4,Sunday,5,3296.1,562.85,17.07624161888292,2017,10,October,4,Sunday,True,$1K-5K,Profitable,No Discount
CA-10030,2014-08-23,2014-08-26,Standard Class,Customer_653,Consumer,United States,City_393,Arizona,82593,West,PROD-7938,Technology,Phones,Phones Product 122,4041.77,12,0.1,1039.9,2014,8,August,3,Saturday,3,4041.77,1039.9,25.728826726904302,2014,8,August,3,Saturday,True,$1K-5K,Profitable,Low
CA-10031,2017-12-16,2017-12-19,Standard Class,Customer_70,Corporate,United States,City_275,Massachusetts,67855,East,PROD-7588,Furniture,Chairs,Chairs Product 108,11498.75,13,0.0,3092.7,2017,12,December,4,Saturday,3,11498.75,2039.525,26.89596695292967,2017,12,December,4,Saturday,True,>$5K,Profitable,No Discount
CA-10032,2014-02-08,2014-02-14,Standard Class,Customer_361,Corporate,United States,City_387,North Carolina,40356,East,PROD-1504,Technology,Accessories,Accessories Product 191,16340.11,13,0.0,1634.52,2014,2,February,1,Saturday,6,16340.11,1634.52,10.003115034109317,2014,2,February,1,Saturday,True,>$5K,Profitable,No Discount
CA-10033,2016-07-17,2016-07-23,Standard Class,Customer_213,Home Office,United States,City_229,Florida,44621,South,PROD-7190,Furniture,Furnishings,Furnishings Product 49,6714.14,10,0.0,2544.09,2016,7,July,3,Sunday,6,6714.14,2039.525,37.8915244543605,2016,7,July,3,Sunday,True,>$5K,Profitable,No Discount
CA-10034,2017-07-06,2017-07-13,Standard Class,Customer_348,Corporate,United States,City_136,New York,33960,East,PROD-3745,Furniture,Tables,Tables Product 60,1161.67,12,0.3,-211.01,2017,7,July,3,Thursday,7,1161.67,-211.01,-18.16436681673797,2017,7,July,3,Thursday,False,$1K-5K,Loss,High
CA-10035,2015-05-17,2015-05-24,Standard Class,Customer_390,Home Office,United States,City_256,Massachusetts,92845,East,PROD-5804,Furniture,Furnishings,Furnishings Product 47,818.06,1,0.0,99.76,2015,5,May,2,Sunday,7,818.06,99.76,12.194704544898908,2015,5,May,2,Sunday,True,$500-1K,Profitable,No Discount
CA-10036,2016-03-08,2016-03-10,Same Day,Customer_779,Corporate,United States,City_63,Washington,37713,West,PROD-4925,Office Supplies,Fasteners,Fasteners Product 59,1390.18,5,0.0,-50.71,2016,3,March,1,Tuesday,2,1390.18,-50.71,-3.6477290710555463,2016,3,March,1,Tuesday,False,$1K-5K,Loss,No Discount
CA-10037,2014-04-15,2014-04-18,Second Class,Customer_771,Corporate,United States,City_485,Texas,28385,Central,PROD-4636,Furniture,Chairs,Chairs Product 165,1133.81,5,0.0,346.16,2014,4,April,2,Tuesday,3,1133.81,346.16,30.53068856333954,2014,4,April,2,Tuesday,False,$1K-5K,Profitable,No Discount
CA-10038,2017-01-13,2017-01-19,Second Class,Customer_34,Consumer,United States,City_72,Maryland,31950,East,PROD-1249,Technology,Phones,Phones Product 162,552.36,1,0.3,48.07,2017,1,January,1,Friday,6,552.36,48.07,8.702657687015716,2017,1,January,1,Friday,False,$500-1K,Profitable,High
CA-10039,2017-08-22,2017-08-26,Standard Class,Customer_207,Corporate,United States,City_398,Virginia,52809,East,PROD-5673,Technology,Copiers,Copiers Product 75,24601.74,12,0.0,7716.52,2017,8,August,3,Tuesday,4,18522.31,2039.525,31.36574892670193,2017,8,August,3,Tuesday,False,>$5K,Profitable,No Discount
CA-10040,2016-03-16,2016-03-18,Standard Class,Customer_335,Consumer,United States,City_247,Minnesota,85746,Central,PROD-4177,Office Supplies,Storage,Storage Product 51,4158.13,14,0.0,-982.56,2016,3,March,1,Wednesday,2,4158.13,-982.56,-23.62985284250372,2016,3,March,1,Wednesday,False,$1K-5K,Loss,No Discount
CA-10041,2014-05-18,2014-05-19,Standard Class,Customer_747,Corporate,United States,City_459,Oregon,83478,West,PROD-2906,Furniture,Furnishings,Furnishings Product 111,9040.93,12,0.0,-2422.04,2014,5,May,2,Sunday,1,9040.93,-1647.4350000000002,-26.78972185383583,2014,5,May,2,Sunday,True,>$5K,Loss,No Discount
CA-10042,2014-04-05,2014-04-08,Standard Class,Customer_93,Home Office,United States,City_61,Utah,51241,West,PROD-7777,Technology,Machines,Machines Product 51,3121.01,8,0.0,585.35,2014,4,April,2,Saturday,3,3121.01,585.35,18.755146571142035,2014,4,April,2,Saturday,True,$1K-5K,Profitable,No Discount
CA-10043,2015-08-27,2015-08-29,Standard Class,Customer_78,Consumer,United States,City_411,Wisconsin,26908,Central,PROD-8240,Furniture,Tables,Tables Product 26,1451.03,5,0.0,107.52,2015,8,August,3,Thursday,2,1451.03,107.52,7.409908823387525,2015,8,August,3,Thursday,False,$1K-5K,Profitable,No Discount
CA-10044,2014-12-16,2014-12-19,Standard Class,Customer_719,Corporate,United States,City_56,Montana,69400,West,PROD-9717,Office Supplies,Fasteners,Fasteners Product 28,5990.81,13,0.0,1844.04,2014,12,December,4,Tuesday,3,5990.81,1844.04,30.781146455988416,2014,12,December,4,Tuesday,False,>$5K,Profitable,No Discount
CA-10045,2016-06-01,2016-06-08,Standard Class,Customer_631,Consumer,United States,City_202,Iowa,98870,Central,PROD-2062,Office Supplies,Fasteners,Fasteners Product 185,2416.03,7,0.0,175.11,2016,6,June,2,Wednesday,7,2416.03,175.11,7.247840465557133,2016,6,June,2,Wednesday,False,$1K-5K,Profitable,No Discount
CA-10046,2014-05-25,2014-05-30,Second Class,Customer_623,Corporate,United States,City_369,Utah,36735,West,PROD-7891,Office Supplies,Supplies,Supplies Product 83,1195.31,4,0.0,184.29,2014,5,May,2,Sunday,5,1195.31,184.29,15.41775773648677,2014,5,May,2,Sunday,True,$1K-5K,Profitable,No Discount
CA-10047,2015-11-23,2015-11-25,Standard Class,Customer_277,Consumer,United States,City_112,Georgia,13813,East,PROD-7986,Furniture,Tables,Tables Product 190,10154.17,11,0.0,3965.82,2015,11,November,4,Monday,2,10154.17,2039.525,39.05607252980795,2015,11,November,4,Monday,False,>$5K,Profitable,No Discount
CA-10048,2016-01-29,2016-02-01,Same Day,Customer_4,Consumer,United States,City_118,Florida,26390,East,PROD-3551,Technology,Phones,Phones Product 179,10680.42,8,0.1,3826.48,2016,1,January,1,Friday,3,10680.42,2039.525,35.82705549032716,2016,1,January,1,Friday,False,>$5K,Profitable,Low
CA-10049,2016-11-15,2016-11-18,Standard Class,Customer_559,Corporate,United States,City_142,Georgia,68068,East,PROD-2828,Office Supplies,Fasteners,Fasteners Product 126,2100.49,5,0.0,-154.23,2016,11,November,4,Tuesday,3,2100.49,-154.23,-7.342572447381325,2016,11,November,4,Tuesday,False,$1K-5K,Loss,No Discount
CA-10050,2014-09-16,2014-09-17,Second Class,Customer_596,Consumer,United States,City_101,Indiana,12220,Central,PROD-3832,Furniture,Bookcases,Bookcases Product 9,4582.15,8,0.0,-1171.37,2014,9,September,3,Tuesday,1,4582.15,-1171.37,-25.563763735364404,2014,9,September,3,Tuesday,False,$1K-5K,Loss,No Discount
CA-10051,2017-12-13,2017-12-19,First Class,Customer_588,Consumer,United States,City_1,Iowa,77445,Central,PROD-6415,Office Supplies,Envelopes,Envelopes Product 64,289.08,5,0.15,92.27,2017,12,December,4,Wednesday,6,289.08,92.27,31.918500069185,2017,12,December,4,Wednesday,False,$100-500,Profitable,Medium
CA-10052,2017-06-06,2017-06-12,First Class,Customer_601,Home Office,United States,City_89,Florida,33931,East,PROD-7943,Technology,Phones,Phones Product 179,6026.6,3,0.0,1628.4,2017,6,June,2,Tuesday,6,6026.6,1628.4,27.020210400557527,2017,6,June,2,Tuesday,False,>$5K,Profitable,No Discount
CA-10053,2015-07-29,2015-08-05,Standard Class,Customer_39,Consumer,United States,City_134,Colorado,28382,West,PROD-2202,Furniture,Bookcases,Bookcases Product 42,878.9,1,0.15,-23.37,2015,7,July,3,Wednesday,7,878.9,-23.37,-2.659005575150757,2015,7,July,3,Wednesday,False,$500-1K,Loss,Medium
CA-10054,2017-08-05,2017-08-09,Second Class,Customer_289,Consumer,United States,City_86,South Carolina,76657,South,PROD-5612,Technology,Copiers,Copiers Product 123,20532.37,11,0.1,-3581.77,2017,8,August,3,Saturday,4,18522.31,-1647.4350000000002,-17.444503484010855,2017,8,August,3,Saturday,True,>$5K,Loss,Low
CA-10055,2017-03-28,2017-04-04,Standard Class,Customer_685,Corporate,United States,City_95,New York,30104,East,PROD-3674,Office Supplies,Paper,Paper Product 164,3391.95,8,0.0,175.03,2017,3,March,1,Tuesday,7,3391.95,175.03,5.16015861082858,2017,3,March,1,Tuesday,False,$1K-5K,Profitable,No Discount
CA-10056,2014-03-10,2014-03-14,First Class,Customer_396,Home Office,United States,City_104,Kentucky,65319,South,PROD-1984,Technology,Copiers,Copiers Product 111,4949.14,10,0.0,-697.11,2014,3,March,1,Monday,4,4949.14,-697.11,-14.085477476894976,2014,3,March,1,Monday,False,$1K-5K,Loss,No Discount
CA-10057,2014-05-07,2014-05-09,First Class,Customer_769,Consumer,United States,City_405,South Carolina,54328,South,PROD-4417,Furniture,Furnishings,Furnishings Product 110,11637.33,10,0.0,-2861.33,2014,5,May,2,Wednesday,2,11637.33,-1647.4350000000002,-24.587512771400313,2014,5,May,2,Wednesday,False,>$5K,Loss,No Discount
CA-10058,2016-10-21,2016-10-28,Standard Class,Customer_313,Consumer,United States,City_425,Alabama,66265,South,PROD-8970,Technology,Phones,Phones Product 63,2439.12,3,0.0,-50.49,2016,10,October,4,Friday,7,2439.12,-50.49,-2.0700088556528584,2016,10,October,4,Friday,False,$1K-5K,Loss,No Discount
CA-10059,2015-01-21,2015-01-28,Standard Class,Customer_664,Corporate,United States,City_180,Arkansas,51915,South,PROD-4572,Office Supplies,Paper,Paper Product 88,353.48,2,0.2,31.37,2015,1,January,1,Wednesday,7,353.48,31.37,8.874618083059861,2015,1,January,1,Wednesday,False,$100-500,Profitable,Medium
CA-10060,2016-09-29,2016-10-05,Standard Class,Customer_342,Consumer,United States,City_189,California,56164,West,PROD-7704,Furniture,Bookcases,Bookcases Product 71,707.09,2,0.1,-111.61,2016,9,September,3,Thursday,6,707.09,-111.61,-15.784412168182268,2016,9,September,3,Thursday,False,$500-1K,Loss,Low
CA-10061,2016-08-09,2016-08-12,Standard Class,Customer_590,Corporate,United States,City_498,Utah,82848,West,PROD-7645,Technology,Copiers,Copiers Product 113,12683.97,14,0.0,-3480.67,2016,8,August,3,Tuesday,3,12683.97,-1647.4350000000002,-27.44148716844963,2016,8,August,3,Tuesday,False,>$5K,Loss,No Discount
CA-10062,2017-07-11,2017-07-16,First Class,Customer_55,Consumer,United States,City_178,Virginia,85630,East,PROD-4462,Technology,Copiers,Copiers Product 93,704.95,3,0.0,-77.88,2017,7,July,3,Tuesday,5,704.95,-77.88,-11.04759202780339,2017,7,July,3,Tuesday,False,$500-1K,Loss,No Discount
CA-10063,2015-03-19,2015-03-26,Standard Class,Customer_418,Corporate,United States,City_88,Florida,49987,South,PROD-3538,Furniture,Bookcases,Bookcases Product 144,353.85,6,0.0,34.89,2015,3,March,1,Thursday,7,353.85,34.89,9.860110216193302,2015,3,March,1,Thursday,False,$100-500,Profitable,No Discount
CA-10064,2015-04-14,2015-04-20,Standard Class,Customer_548,Corporate,United States,City_82,South Carolina,12199,South,PROD-9705,Furniture,Tables,Tables Product 129,921.85,2,0.0,-221.38,2015,4,April,2,Tuesday,6,921.85,-221.38,-24.014752942452674,2015,4,April,2,Tuesday,False,$500-1K,Loss,No Discount
CA-10065,2016-10-19,2016-10-21,Standard Class,Customer_53,Consumer,United States,City_342,Wisconsin,88758,Central,PROD-2387,Technology,Accessories,Accessories Product 24,6576.47,7,0.0,900.35,2016,10,October,4,Wednesday,2,6576.47,900.35,13.69047528537346,2016,10,October,4,Wednesday,False,>$5K,Profitable,No Discount
CA-10066,2014-02-28,2014-03-06,Second Class,Customer_359,Consumer,United States,City_278,Idaho,88345,West,PROD-3541,Office Supplies,Fasteners,Fasteners Product 4,238.18,1,0.0,13.99,2014,2,February,1,Friday,6,238.18,13.99,5.873708959610378,2014,2,February,1,Friday,False,$100-500,Profitable,No Discount
CA-10067,2015-09-02,2015-09-09,Standard Class,Customer_677,Corporate,United States,City_378,Maryland,48244,East,PROD-2622,Furniture,Chairs,Chairs Product 117,6205.68,6,0.2,-1080.16,2015,9,September,3,Wednesday,7,6205.68,-1080.16,-17.40598935169071,2015,9,September,3,Wednesday,False,>$5K,Loss,Medium
CA-10068,2017-08-03,2017-08-09,First Class,Customer_476,Corporate,United States,City_46,Virginia,84183,East,PROD-5225,Furniture,Bookcases,Bookcases Product 54,2212.62,2,0.0,366.25,2017,8,August,3,Thursday,6,2212.62,366.25,16.552774538782078,2017,8,August,3,Thursday,False,$1K-5K,Profitable,No Discount
CA-10069,2017-08-08,2017-08-11,Standard Class,Customer_227,Home Office,United States,City_55,Texas,82356,Central,PROD-7766,Technology,Phones,Phones Product 152,3255.53,5,0.15,16.7,2017,8,August,3,Tuesday,3,3255.53,16.7,0.5129733100293961,2017,8,August,3,Tuesday,False,$1K-5K,Profitable,Medium
CA-10070,2017-08-05,2017-08-07,Standard Class,Customer_482,Corporate,United States,City_450,Virginia,22113,East,PROD-2524,Furniture,Furnishings,Furnishings Product 73,303.36,4,0.0,87.69,2017,8,August,3,Saturday,2,303.36,87.69,28.90625,2017,8,August,3,Saturday,True,$100-500,Profitable,No Discount
CA-10071,2017-05-25,2017-05-30,Second Class,Customer_478,Consumer,United States,City_12,New Mexico,38146,West,PROD-3322,Furniture,Chairs,Chairs Product 101,10419.52,10,0.0,-2572.02,2017,5,May,2,Thursday,5,10419.52,-1647.4350000000002,-24.684630386044653,2017,5,May,2,Thursday,False,>$5K,Loss,No Discount
CA-10072,2014-11-26,2014-11-27,Second Class,Customer_485,Corporate,United States,City_198,Florida,81432,South,PROD-6319,Furniture,Chairs,Chairs Product 25,8227.54,12,0.0,2559.28,2014,11,November,4,Wednesday,1,8227.54,2039.525,31.106260194420205,2014,11,November,4,Wednesday,False,>$5K,Profitable,No Discount
CA-10073,2015-05-04,2015-05-09,First Class,Customer_782,Consumer,United States,City_7,Georgia,97834,East,PROD-5232,Technology,Copiers,Copiers Product 115,16912.98,10,0.0,6757.54,2015,5,May,2,Monday,5,16912.98,2039.525,39.95475664253136,2015,5,May,2,Monday,False,>$5K,Profitable,No Discount
CA-10074,2015-08-17,2015-08-24,Standard Class,Customer_620,Consumer,United States,City_98,Louisiana,76151,South,PROD-1130,Office Supplies,Envelopes,Envelopes Product 37,3021.98,7,0.0,198.56,2015,8,August,3,Monday,7,3021.98,198.56,6.5705266083825835,2015,8,August,3,Monday,False,$1K-5K,Profitable,No Discount
CA-10075,2016-09-09,2016-09-13,First Class,Customer_426,Home Office,United States,City_450,Iowa,17565,Central,PROD-9502,Office Supplies,Envelopes,Envelopes Product 170,2306.81,8,0.0,584.79,2016,9,September,3,Friday,4,2306.81,584.79,25.350592376485277,2016,9,September,3,Friday,False,$1K-5K,Profitable,No Discount
CA-10076,2017-07-21,2017-07-24,Standard Class,Customer_272,Home Office,United States,City_239,North Carolina,71917,East,PROD-5361,Furniture,Chairs,Chairs Product 158,1861.21,14,0.0,441.17,2017,7,July,3,Friday,3,1861.21,441.17,23.7033972523251,2017,7,July,3,Friday,False,$1K-5K,Profitable,No Discount
CA-10077,2014-01-03,2014-01-08,First Class,Customer_585,Consumer,United States,City_377,Utah,50601,West,PROD-8511,Furniture,Chairs,Chairs Product 196,7718.12,14,0.15,1317.9,2014,1,January,1,Friday,5,7718.12,1317.9,17.075401781781057,2014,1,January,1,Friday,False,>$5K,Profitable,Medium
CA-10078,2016-07-27,2016-07-31,Standard Class,Customer_564,Consumer,United States,City_72,Kentucky,39758,South,PROD-8827,Furniture,Chairs,Chairs Product 93,5150.75,8,0.15,527.82,2016,7,July,3,Wednesday,4,5150.75,527.82,10.247439693248557,2016,7,July,3,Wednesday,False,>$5K,Profitable,Medium
CA-10079,2017-10-21,2017-10-23,First Class,Customer_54,Home Office,United States,City_177,Missouri,65555,Central,PROD-2913,Furniture,Bookcases,Bookcases Product 61,891.09,9,0.0,-151.03,2017,10,October,4,Saturday,2,891.09,-151.03,-16.948905273316946,2017,10,October,4,Saturday,True,$500-1K,Loss,No Discount
CA-10080,2016-04-29,2016-05-05,Standard Class,Customer_580,Corporate,United States,City_98,Nebraska,17288,Central,PROD-2290,Technology,Accessories,Accessories Product 105,7473.07,3,0.1,-961.06,2016,4,April,2,Friday,6,7473.07,-961.06,-12.86031042128603,2016,4,April,2,Friday,False,>$5K,Loss,Low
CA-10081,2017-05-03,2017-05-04,Standard Class,Customer_124,Consumer,United States,City_328,North Carolina,74773,South,PROD-6370,Technology,Machines,Machines Product 133,21378.74,10,0.1,3052.94,2017,5,May,2,Wednesday,1,18522.31,2039.525,14.28026160568864,2017,5,May,2,Wednesday,False,>$5K,Profitable,Low
CA-10082,2014-02-06,2014-02-10,Standard Class,Customer_698,Corporate,United States,City_40,Kentucky,19517,South,PROD-7183,Office Supplies,Paper,Paper Product 91,710.25,12,0.0,210.12,2014,2,February,1,Thursday,4,710.25,210.12,29.583949313621964,2014,2,February,1,Thursday,False,$500-1K,Profitable,No Discount
CA-10083,2017-03-16,2017-03-20,Second Class,Customer_191,Corporate,United States,City_188,California,61757,West,PROD-7150,Office Supplies,Fasteners,Fasteners Product 133,4686.42,11,0.0,-310.21,2017,3,March,1,Thursday,4,4686.42,-310.21,-6.619338428907354,2017,3,March,1,Thursday,False,$1K-5K,Loss,No Discount
